Date,Time,ESP_ms,Temperature_C,Pressure_hPa,AngleX,AngleY,AngleZ,AccX_g,AccY_g,AccZ_g,Altitude_m,Result
10-09-2025,00:29:34.433,2307225,33.15,975.97,-1.38,-5.23,-3746.92,0.081,0,0.986,315.1,
10-09-2025,00:29:37.433,2310228,33.07,976.01,-1.37,-5.27,-3752.16,0.082,-0.003,0.984,314.73,
10-09-2025,00:29:40.439,2313231,32.99,975.99,-1.41,-5.25,-3757.4,0.083,-0.005,0.989,314.94,
10-09-2025,00:29:43.442,2316234,32.92,976,-1.38,-5.24,-3762.6,0.082,-0.001,0.991,314.88,
10-09-2025,00:29:46.444,2319237,32.86,975.96,-1.44,-5.26,-3767.89,0.081,-0.006,0.988,315.16,
10-09-2025,00:29:49.446,2322240,32.78,975.96,-1.42,-5.27,-3773.09,0.082,0,0.989,315.23,
10-09-2025,00:29:52.438,2325243,32.71,975.99,-1.4,-5.28,-3778.3,0.085,-0.003,0.985,314.96,
10-09-2025,00:29:55.452,2328246,32.63,975.98,-1.41,-5.27,-3783.52,0.08,-0.001,0.982,315.05,
10-09-2025,00:29:58.449,2331249,32.58,975.99,-1.36,-5.26,-3788.72,0.081,-0.006,0.984,314.96,
10-09-2025,00:30:01.457,2334252,32.54,975.98,-1.43,-5.26,-3793.89,0.083,-0.005,0.988,315.02,
10-09-2025,00:30:04.459,2337255,32.48,975.96,-1.37,-5.27,-3799.08,0.081,-0.005,0.988,315.21,
10-09-2025,00:30:07.465,2340258,32.43,976,-1.39,-5.29,-3804.29,0.083,-0.005,0.984,314.88,
10-09-2025,00:30:10.468,2343261,32.41,975.95,-1.39,-5.26,-3809.51,0.084,-0.003,0.986,315.29,
10-09-2025,00:30:13.459,2346264,32.37,975.92,-1.39,-5.26,-3814.73,0.08,-0.004,0.988,315.51,
10-09-2025,00:30:16.473,2349267,32.34,975.97,-1.41,-5.26,-3819.91,0.083,-0.002,0.985,315.1,
10-09-2025,00:30:19.474,2352270,32.33,975.99,-1.4,-5.26,-3825.1,0.084,-0.001,0.995,314.94,
10-09-2025,00:30:22.481,2355273,32.29,975.95,-1.42,-5.27,-3830.32,0.08,-0.003,0.983,315.24,
10-09-2025,00:30:25.483,2358276,32.29,975.97,-1.4,-5.26,-3835.54,0.082,-0.003,0.983,315.15,
10-09-2025,00:30:28.481,2361279,32.28,975.97,-1.42,-5.26,-3840.75,0.08,-0.006,0.986,315.11,
10-09-2025,00:30:31.489,2364282,32.26,975.97,-1.37,-5.27,-3845.94,0.081,-0.004,0.986,315.15,
10-09-2025,00:30:34.484,2367285,32.26,975.95,-1.36,-5.26,-3851.16,0.081,-0.005,0.979,315.3,
10-09-2025,00:30:37.494,2370288,32.26,975.98,-1.35,-5.28,-3856.3,0.085,0,0.986,315.03,
10-09-2025,00:30:40.497,2373291,32.27,975.96,-1.38,-5.25,-3861.53,0.084,-0.005,0.989,315.17,
10-09-2025,00:30:43.501,2376294,32.26,975.97,-1.37,-5.24,-3866.72,0.083,-0.001,0.984,315.15,
10-09-2025,00:30:46.500,2379297,32.26,975.94,-1.35,-5.24,-3871.94,0.079,-0.004,0.982,315.39,
10-09-2025,00:30:49.507,2382300,32.27,975.92,-1.33,-5.23,-3877.1,0.082,-0.006,0.989,315.51,
10-09-2025,00:30:52.506,2385303,32.27,975.94,-1.36,-5.26,-3882.27,0.083,-0.004,0.98,315.39,
10-09-2025,00:30:55.509,2388306,32.26,975.94,-1.38,-5.25,-3887.47,0.083,-0.001,0.986,315.33,
10-09-2025,00:30:58.516,2391309,32.25,975.92,-1.42,-5.26,-3892.71,0.078,-0.003,0.989,315.52,
10-09-2025,00:31:01.518,2394312,32.23,975.93,-1.41,-5.26,-3897.94,0.08,-0.003,0.988,315.47,
10-09-2025,00:31:04.521,2397315,32.23,975.96,-1.36,-5.26,-3903.13,0.082,-0.002,0.982,315.18,
10-09-2025,00:31:07.522,2400318,32.21,975.94,-1.39,-5.24,-3908.34,0.078,-0.004,0.985,315.41,
10-09-2025,00:31:10.515,2403321,32.19,975.96,-1.35,-5.27,-3913.51,0.086,-0.001,0.984,315.19,
10-09-2025,00:31:13.527,2406324,32.16,975.97,-1.39,-5.27,-3918.72,0.081,-0.002,0.987,315.12,
10-09-2025,00:31:16.531,2409327,32.15,975.93,-1.37,-5.28,-3923.94,0.085,-0.002,0.984,315.43,
10-09-2025,00:31:19.535,2412330,32.16,975.93,-1.39,-5.27,-3929.17,0.086,-0.008,0.984,315.47,
10-09-2025,00:31:22.535,2415333,32.16,975.93,-1.39,-5.27,-3934.37,0.083,-0.005,0.991,315.44,
10-09-2025,00:31:25.541,2418336,32.16,975.94,-1.42,-5.26,-3939.61,0.081,-0.004,0.989,315.34,
10-09-2025,00:31:28.543,2421339,32.14,975.96,-1.38,-5.28,-3944.83,0.082,-0.001,0.985,315.21,
10-09-2025,00:31:31.546,2424342,32.14,975.92,-1.4,-5.26,-3950.09,0.083,-0.004,0.984,315.52,
10-09-2025,00:31:34.544,2427345,32.13,975.92,-1.36,-5.27,-3955.29,0.084,-0.001,0.987,315.54,
10-09-2025,00:31:37.549,2430348,32.13,975.94,-1.38,-5.29,-3960.5,0.082,-0.006,0.985,315.34,
10-09-2025,00:31:40.555,2433351,32.15,975.93,-1.35,-5.27,-3965.72,0.083,-0.003,0.983,315.46,
10-09-2025,00:31:43.559,2436354,32.16,975.94,-1.37,-5.27,-3970.95,0.08,0,0.986,315.38,
10-09-2025,00:31:46.563,2439357,32.16,975.91,-1.35,-5.24,-3976.13,0.08,-0.001,0.986,315.67,
10-09-2025,00:31:49.563,2442360,32.17,975.96,-1.41,-5.28,-3981.34,0.083,-0.002,0.983,315.24,
10-09-2025,00:31:52.564,2445363,32.16,975.95,-1.38,-5.26,-3986.55,0.083,0,0.991,315.31,
10-09-2025,00:31:55.572,2448366,32.16,975.96,-1.39,-5.26,-3991.78,0.084,-0.001,0.98,315.24,
10-09-2025,00:31:58.574,2451369,32.15,975.93,-1.35,-5.28,-3997,0.084,-0.002,0.989,315.49,
10-09-2025,00:32:01.576,2454372,32.14,975.94,-1.45,-5.27,-4002.23,0.084,-0.006,0.99,315.39,
10-09-2025,00:32:04.583,2457375,32.13,975.97,-1.36,-5.29,-4007.44,0.081,-0.001,0.983,315.14,
10-09-2025,00:32:07.583,2460378,32.14,975.96,-1.41,-5.29,-4012.65,0.081,-0.003,0.988,315.24,
10-09-2025,00:32:10.583,2463381,32.14,975.96,-1.41,-5.26,-4017.87,0.081,-0.001,0.983,315.16,
10-09-2025,00:32:13.589,2466384,32.11,975.94,-1.43,-5.29,-4023.11,0.08,-0.003,0.988,315.35,
10-09-2025,00:32:16.584,2469387,32.1,975.96,-1.42,-5.29,-4028.35,0.087,-0.004,0.99,315.15,
10-09-2025,00:32:19.585,2472390,32.1,975.95,-1.42,-5.27,-4033.57,0.077,-0.003,0.988,315.3,
10-09-2025,00:32:22.589,2475393,32.1,975.92,-1.41,-5.28,-4038.81,0.086,0.001,0.986,315.54,
10-09-2025,00:32:25.601,2478396,32.1,976,-1.42,-5.28,-4044.04,0.085,-0.001,0.988,314.88,
10-09-2025,00:32:28.605,2481399,32.1,975.95,-1.41,-5.26,-4049.24,0.081,-0.006,0.982,315.26,
10-09-2025,00:32:31.605,2484402,32.1,975.96,-1.42,-5.27,-4054.48,0.083,-0.005,0.987,315.21,
10-09-2025,00:32:34.609,2487405,32.1,975.94,-1.37,-5.27,-4059.7,0.083,-0.003,0.986,315.35,
10-09-2025,00:32:37.608,2490408,32.11,975.93,-1.39,-5.26,-4064.91,0.084,-0.003,0.988,315.42,
10-09-2025,00:32:40.614,2493411,32.1,975.96,-1.36,-5.27,-4070.13,0.083,-0.005,0.977,315.21,
10-09-2025,00:32:43.615,2496414,32.12,975.96,-1.4,-5.27,-4075.35,0.081,0,0.986,315.21,
10-09-2025,00:32:46.617,2499417,32.12,975.93,-1.41,-5.27,-4080.55,0.083,-0.005,0.986,315.48,
10-09-2025,00:32:49.611,2502420,32.12,975.97,-1.42,-5.28,-4085.79,0.081,-0.003,0.98,315.08,
10-09-2025,00:32:52.626,2505423,32.12,975.96,-1.41,-5.27,-4091.02,0.084,-0.004,0.987,315.16,
10-09-2025,00:32:55.630,2508426,32.12,975.95,-1.33,-5.28,-4096.24,0.083,0,0.982,315.27,
10-09-2025,00:32:58.631,2511429,32.12,975.92,-1.42,-5.29,-4101.42,0.082,-0.009,0.981,315.55,
10-09-2025,00:33:01.636,2514432,32.13,975.95,-1.38,-5.28,-4106.62,0.081,-0.006,0.984,315.25,
10-09-2025,00:33:04.636,2517435,32.13,975.94,-1.37,-5.25,-4111.82,0.086,-0.001,0.985,315.37,
10-09-2025,00:33:07.642,2520438,32.13,975.93,-1.34,-5.26,-4117.03,0.086,-0.003,0.985,315.49,
10-09-2025,00:33:10.638,2523441,32.13,975.93,-1.39,-5.28,-4122.26,0.081,-0.003,0.995,315.43,
10-09-2025,00:33:13.645,2526444,32.12,975.94,-1.37,-5.28,-4127.45,0.086,-0.003,0.981,315.36,
10-09-2025,00:33:16.649,2529447,32.12,975.94,-1.35,-5.26,-4132.63,0.083,-0.005,0.98,315.39,
10-09-2025,00:33:19.648,2532450,32.12,975.96,-1.41,-5.27,-4137.82,0.084,-0.003,0.983,315.22,
10-09-2025,00:33:22.647,2535453,32.12,975.91,-1.41,-5.27,-4143.03,0.08,-0.001,0.983,315.6,
10-09-2025,00:33:25.657,2538456,32.12,975.93,-1.38,-5.24,-4148.23,0.085,-0.006,0.987,315.42,
10-09-2025,00:33:28.661,2541459,32.12,975.93,-1.39,-5.28,-4153.41,0.084,-0.006,0.988,315.42,
10-09-2025,00:33:31.662,2544462,32.14,975.94,-1.4,-5.27,-4158.65,0.084,-0.004,0.983,315.33,
10-09-2025,00:33:34.667,2547465,32.14,975.95,-1.42,-5.24,-4163.85,0.079,-0.004,0.981,315.31,
10-09-2025,00:33:37.670,2550468,32.14,975.94,-1.41,-5.28,-4169.08,0.087,-0.003,0.984,315.34,
10-09-2025,00:33:40.669,2553471,32.14,975.96,-1.38,-5.26,-4174.27,0.084,-0.006,0.988,315.22,
10-09-2025,00:33:43.676,2556474,32.15,975.91,-1.43,-5.19,-4178.99,0.082,-0.008,0.971,315.65,
10-09-2025,00:33:46.682,2559477,32.21,975.97,-1.44,-3.96,-4180.62,0.059,-0.002,0.982,315.1,
10-09-2025,00:33:49.670,2562480,32.24,975.95,-1.27,-4.17,-4184.79,0.073,-0.001,0.963,315.32,
10-09-2025,00:33:52.675,2565483,32.23,975.97,-1.39,-5.23,-4191.59,0.08,-0.003,0.981,315.11,
10-09-2025,00:33:55.686,2568486,32.21,975.92,-1.38,-5.2,-4196.83,0.079,-0.006,0.984,315.57,
10-09-2025,00:33:58.688,2571489,32.2,975.96,-1.43,-5.23,-4202.08,0.084,-0.003,0.987,315.23,
10-09-2025,00:34:01.687,2574492,32.19,975.91,-1.4,-5.22,-4207.34,0.081,-0.003,0.989,315.61,
10-09-2025,00:34:04.697,2577495,32.22,975.95,-1.29,-2.36,-4212.32,0.022,-0.011,0.997,315.24,
10-09-2025,00:34:07.700,2580498,32.25,975.96,-1.4,-2.86,-4215.98,0.029,-0.003,1.001,315.23,
10-09-2025,00:34:10.703,2583501,32.27,975.96,-1.29,-2.39,-4219.85,0.033,-0.002,0.986,315.21,
10-09-2025,00:34:13.703,2586504,32.3,975.98,-1.36,-2.35,-4224.6,0.035,-0.003,0.992,315.01,
10-09-2025,00:34:16.698,2589507,32.33,975.96,-1.5,-2.65,-4229.23,0.033,-0.006,0.994,315.21,
10-09-2025,00:34:19.704,2592510,32.36,975.97,-1.45,-2.67,-4235.07,0.034,-0.005,1,315.07,
10-09-2025,00:34:22.712,2595513,32.41,975.97,-1.58,-2.76,-4240.87,0.043,-0.005,0.992,315.14,
10-09-2025,00:34:25.718,2598516,32.44,975.98,-1.44,-2.91,-4246.09,0.041,-0.003,0.99,315.03,
10-09-2025,00:34:28.719,2601519,32.48,975.97,-1.5,-2.97,-4251.22,0.039,-0.005,0.985,315.09,
10-09-2025,00:34:31.719,2604522,32.52,975.93,-1.55,-2.97,-4256.33,0.042,-0.006,0.993,315.44,
10-09-2025,00:34:34.722,2607525,32.55,975.99,-1.45,-2.91,-4261.51,0.04,-0.006,0.992,314.96,
10-09-2025,00:34:37.726,2610528,32.57,975.96,-1.55,-4.01,-4267.07,0.061,-0.001,0.984,315.2,
10-09-2025,00:34:40.727,2613531,32.48,975.97,-1.59,-4.19,-4272.44,0.065,-0.011,0.989,315.09,
10-09-2025,00:34:43.736,2616534,32.42,975.93,-1.56,-4.25,-4277.78,0.06,-0.004,0.984,315.48,
10-09-2025,00:34:46.736,2619537,32.36,975.96,-1.55,-4.33,-4283.09,0.065,-0.008,0.984,315.22,
10-09-2025,00:34:49.740,2622540,32.33,975.93,-1.55,-4.37,-4288.31,0.067,-0.008,0.992,315.41,
10-09-2025,00:34:52.730,2625543,32.29,975.95,-1.51,-4.37,-4293.52,0.067,-0.004,0.991,315.24,
10-09-2025,00:34:55.737,2628546,32.29,975.93,-1.53,-4.39,-4298.72,0.069,-0.003,0.988,315.43,
10-09-2025,00:34:58.749,2631549,32.27,975.94,-1.46,-4.41,-4303.89,0.068,-0.006,0.985,315.39,
10-09-2025,00:35:01.753,2634552,32.26,975.96,-1.48,-4.43,-4309.08,0.071,-0.005,0.994,315.18,
10-09-2025,00:35:04.741,2637555,32.25,975.97,-1.51,-4.44,-4314.24,0.071,-0.006,0.987,315.12,
10-09-2025,00:35:07.744,2640558,32.24,975.97,-1.48,-4.47,-4319.38,0.069,-0.004,0.99,315.11,
10-09-2025,00:35:10.759,2643561,32.23,975.93,-1.48,-4.5,-4324.52,0.073,-0.009,0.986,315.47,
10-09-2025,00:35:13.764,2646564,32.26,975.99,-1.67,-4.04,-4329.63,0.048,-0.007,0.966,314.96,
10-09-2025,00:35:16.758,2649567,32.28,975.94,-1.47,-4.44,-4335.62,0.069,-0.008,0.992,315.36,
10-09-2025,00:35:33.107,2652570,32.28,975.94,-1.48,-2.78,-4340.87,0.043,-0.005,0.995,315.34,
10-09-2025,00:35:33.194,2655573,32.31,975.93,-1.72,-7.21,-4350.66,0.093,-0.027,0.983,315.44,
10-09-2025,00:35:33.194,2658576,32.33,975.93,-1.59,-6.2,-4356.15,0.105,-0.004,0.985,315.41,
10-09-2025,00:35:33.254,2661579,32.36,975.97,-1.5,-4.12,-4359.52,0.062,-0.006,0.986,315.14,
10-09-2025,00:35:33.317,2664582,32.37,975.95,-1.56,-2.94,-4365.15,0.031,-0.003,1.025,315.29,
10-09-2025,00:35:34.784,2667585,32.38,975.94,-1.48,-2.91,-4369.84,0.038,0,0.988,315.33,
10-09-2025,00:35:37.788,2670588,32.39,975.98,-1.47,-2.89,-4374.99,0.045,-0.002,0.996,314.99,
10-09-2025,00:35:40.789,2673591,32.41,975.95,-1.56,-4.09,-4379.88,0.058,-0.008,0.996,315.31,
10-09-2025,00:35:43.793,2676594,32.43,975.96,-1.42,-2.22,-4384.42,0.026,-0.005,0.986,315.2,
10-09-2025,00:35:46.795,2679597,32.43,975.96,-1.58,-2.42,-4390.05,0.027,-0.008,0.987,315.17,
10-09-2025,00:35:49.797,2682600,32.44,975.94,-1.48,-2.18,-4395.54,0.028,-0.004,0.991,315.37,
10-09-2025,00:35:52.802,2685603,32.46,975.96,-1.54,-2.2,-4400.7,0.029,-0.005,0.992,315.16,
10-09-2025,00:35:55.801,2688606,32.48,975.93,-1.49,-2.19,-4405.92,0.029,-0.001,0.994,315.47,
10-09-2025,00:35:58.807,2691609,32.51,975.95,-1.58,-4.73,-4411.81,0.074,-0.006,0.974,315.31,
10-09-2025,00:36:01.807,2694612,32.5,975.93,-1.59,-4.76,-4417.03,0.073,-0.006,0.985,315.43,
10-09-2025,00:36:04.799,2697615,32.49,975.97,-1.56,-4.77,-4422.17,0.074,-0.002,0.985,315.1,
10-09-2025,00:36:07.814,2700618,32.46,975.94,-1.56,-4.78,-4427.38,0.074,-0.005,0.982,315.4,
10-09-2025,00:36:10.807,2703621,32.45,975.94,-1.58,-4.77,-4432.61,0.072,-0.006,0.993,315.34,
10-09-2025,00:36:13.822,2706624,32.44,975.92,-1.57,-4.81,-4437.87,0.075,-0.005,0.987,315.58,
10-09-2025,00:36:16.813,2709627,32.4,975.94,-1.56,-4.8,-4443.1,0.074,-0.005,0.983,315.36,
10-09-2025,00:36:19.829,2712630,32.39,975.91,-1.6,-4.82,-4448.34,0.072,-0.007,0.988,315.62,
10-09-2025,00:36:22.831,2715633,32.36,975.94,-1.55,-4.8,-4453.52,0.076,-0.008,0.99,315.38,
10-09-2025,00:36:25.835,2718636,32.36,975.95,-1.56,-4.82,-4458.73,0.075,-0.004,0.99,315.3,
10-09-2025,00:36:28.837,2721639,32.37,975.92,-1.61,-4.85,-4463.93,0.073,-0.006,0.988,315.5,
10-09-2025,00:36:31.840,2724642,32.36,975.91,-1.6,-4.83,-4469.14,0.075,-0.003,0.985,315.59,
10-09-2025,00:36:34.841,2727645,32.34,975.94,-1.6,-4.82,-4474.41,0.074,-0.01,0.983,315.38,
10-09-2025,00:36:37.846,2730648,32.33,975.91,-1.62,-4.85,-4479.66,0.072,-0.008,0.984,315.62,
10-09-2025,00:36:40.850,2733651,32.33,975.93,-1.57,-4.82,-4484.97,0.076,-0.01,0.978,315.43,
10-09-2025,00:36:43.846,2736654,32.32,975.97,-1.57,-4.84,-4490.24,0.075,-0.007,0.99,315.15,
10-09-2025,00:36:46.854,2739657,32.32,975.92,-1.58,-4.84,-4495.52,0.075,-0.005,0.985,315.55,
10-09-2025,00:36:49.855,2742660,32.32,975.97,-1.59,-4.83,-4500.77,0.076,-0.004,0.988,315.09,
10-09-2025,00:36:52.862,2745663,32.33,975.95,-1.59,-4.85,-4506,0.074,-0.006,0.986,315.32,
10-09-2025,00:36:55.857,2748666,32.33,975.95,-1.6,-4.84,-4511.25,0.076,-0.006,0.991,315.28,
10-09-2025,00:36:58.865,2751669,32.32,975.92,-1.62,-4.85,-4516.53,0.075,-0.008,0.988,315.52,
10-09-2025,00:37:01.866,2754672,32.31,975.92,-1.61,-4.84,-4521.78,0.073,-0.007,0.992,315.5,
10-09-2025,00:37:04.872,2757675,32.32,975.94,-1.6,-4.84,-4527.01,0.075,-0.006,0.989,315.37,
10-09-2025,00:37:07.868,2760678,32.31,975.93,-1.65,-4.87,-4532.31,0.077,-0.007,0.989,315.41,
10-09-2025,00:37:10.877,2763681,32.31,975.91,-1.59,-4.84,-4537.6,0.076,-0.008,0.98,315.62,
10-09-2025,00:37:13.878,2766684,32.31,975.93,-1.58,-4.84,-4542.92,0.073,-0.005,0.991,315.49,
10-09-2025,00:37:16.883,2769687,32.31,975.93,-1.62,-4.85,-4548.22,0.073,-0.003,0.986,315.43,
10-09-2025,00:37:19.888,2772690,32.31,975.94,-1.58,-4.82,-4553.55,0.077,-0.004,0.988,315.37,
10-09-2025,00:37:22.884,2775693,32.31,975.93,-1.57,-4.83,-4558.88,0.077,-0.008,0.991,315.43,
10-09-2025,00:37:25.887,2778696,32.3,975.89,-1.6,-4.83,-4564.18,0.072,-0.007,0.983,315.8,
10-09-2025,00:37:28.897,2781699,32.31,975.94,-1.62,-4.85,-4569.48,0.074,-0.006,0.993,315.4,
10-09-2025,00:37:31.898,2784702,32.31,975.94,-1.6,-4.86,-4574.79,0.073,-0.007,0.988,315.4,
10-09-2025,00:37:34.903,2787705,32.31,975.97,-1.6,-4.87,-4580.14,0.071,-0.006,0.99,315.12,
10-09-2025,00:37:37.896,2790708,32.3,975.92,-1.63,-4.85,-4585.44,0.079,-0.007,0.984,315.58,
10-09-2025,00:37:40.908,2793711,32.3,975.95,-1.61,-4.84,-4590.75,0.074,-0.005,0.99,315.31,
10-09-2025,00:37:43.909,2796714,32.3,975.97,-1.6,-4.83,-4596.08,0.071,-0.011,0.99,315.12,
10-09-2025,00:37:46.913,2799717,32.29,975.93,-1.63,-4.87,-4601.43,0.078,-0.007,0.989,315.43,
10-09-2025,00:37:49.916,2802720,32.3,975.96,-1.62,-4.87,-4606.77,0.075,-0.005,0.991,315.21,
10-09-2025,00:37:52.920,2805723,32.29,975.96,-1.59,-4.84,-4612.08,0.074,-0.003,0.985,315.16,
10-09-2025,00:37:55.918,2808726,32.29,975.97,-1.62,-4.88,-4617.43,0.079,-0.007,0.988,315.12,
10-09-2025,00:37:58.926,2811729,32.28,975.96,-1.61,-4.88,-4622.75,0.075,-0.009,0.986,315.2,
10-09-2025,00:38:01.928,2814732,32.26,975.95,-1.73,-5.13,-4628.07,0.081,-0.063,1.089,315.27,
10-09-2025,00:38:04.931,2817735,32.25,975.95,-1.31,-5.31,-4651.13,0.083,-0.002,0.987,315.3,
10-09-2025,00:38:07.919,2820738,32.26,975.93,-1.32,-5.31,-4656.36,0.082,-0.002,0.983,315.43,
10-09-2025,00:38:10.931,2823741,32.25,975.96,-1.31,-5.32,-4661.54,0.084,-0.003,0.978,315.21,
10-09-2025,00:38:13.930,2826744,32.24,975.94,-1.31,-5.31,-4666.78,0.083,-0.002,0.983,315.41,
10-09-2025,00:38:16.932,2829747,32.23,975.94,43.58,-4.1,-4689.29,0.055,0.764,0.508,315.33,Anomaly
10-09-2025,00:38:19.945,2832750,32.22,975.95,51.28,0.59,-4700.37,0.127,0.805,0.706,315.29,Anomaly
10-09-2025,00:38:22.945,2835753,32.21,975.96,37.51,-1,-4704.12,-0.072,0.572,1.035,315.22,Anomaly
10-09-2025,00:38:25.949,2838756,32.21,975.96,81.82,-2.06,-4717.24,0.257,1.056,2.046,315.23,Anomaly
10-09-2025,00:38:28.955,2841759,32.21,975.92,67.26,2.56,-4722.55,-0.173,0.926,0.479,315.5,Anomaly
10-09-2025,00:38:31.951,2844762,32.19,975.95,96.63,4.18,-4732.93,0.549,1.394,2.046,315.29,Anomaly
10-09-2025,00:38:34.958,2847765,32.17,975.92,79.89,6.2,-4734.74,-0.083,0.532,-0.355,315.52,Anomaly
10-09-2025,00:38:37.956,2850768,32.18,975.95,78.83,6.45,-4749.75,0.01,1.445,1.243,315.29,Anomaly
10-09-2025,00:38:40.956,2853771,32.15,975.91,82.79,-6.93,-4742.18,0.062,0.521,-0.448,315.61,Anomaly
10-09-2025,00:38:43.966,2856774,32.15,975.94,113.3,6.45,-4741.34,-0.634,1.807,0.799,315.39,Anomaly
10-09-2025,00:39:05.697,3924,32.16,975.98,-1.12,-0.49,-3.51,-0.001,0,0.994,315.01,
10-09-2025,00:39:08.697,6927,32.18,975.98,-1.1,-0.5,-8.28,0.001,-0.002,0.996,315.01,
10-09-2025,00:39:11.707,9930,32.16,975.93,-1.12,-0.51,-13.04,-0.002,0.003,0.991,315.41,
10-09-2025,00:39:14.702,12933,32.16,975.95,-1.4,-0.72,21.22,0.004,-0.004,0.99,315.27,
10-09-2025,00:39:17.698,15936,32.16,975.96,-1.39,-0.69,16.48,0.004,-0.002,0.997,315.18,
10-09-2025,00:39:23.720,21942,32.16,975.92,-1.35,-0.7,7.06,0.003,-0.004,0.993,315.52,
10-09-2025,00:39:26.714,24945,32.17,975.96,-1.41,-0.7,2.35,0.003,-0.002,0.983,315.21,
10-09-2025,00:39:29.724,27948,32.17,975.95,-1.43,-0.72,-2.38,0.002,-0.003,0.997,315.29,
10-09-2025,00:39:32.728,30951,32.16,975.95,-1.55,-1.35,-3.93,0.011,-0.006,0.988,315.31,
10-09-2025,00:39:35.730,33954,32.16,975.97,-1.51,-0.89,-9.3,0.006,-0.01,0.991,315.12,
10-09-2025,00:39:38.734,36957,32.16,975.96,-1.47,-0.83,-14.14,0.008,-0.005,0.994,315.18,
10-09-2025,00:39:41.730,39960,32.15,975.92,-1.49,-0.84,-18.98,0.009,-0.005,0.999,315.55,
10-09-2025,00:39:44.735,42963,32.16,975.96,-1.49,-0.8,-23.84,0.003,-0.004,0.995,315.16,
10-09-2025,00:39:47.742,45966,32.14,975.96,-1.46,-0.82,-28.69,0.007,0,0.992,315.24,
10-09-2025,00:39:50.749,48969,32.14,975.92,-1.46,-0.81,-33.51,0.009,-0.008,0.991,315.54,
10-09-2025,00:39:53.749,51972,32.15,975.97,-1.47,-0.83,-38.32,0.004,-0.002,1.003,315.07,
10-09-2025,00:39:56.750,54975,32.14,975.95,-1.43,-0.82,-43.15,0.008,-0.005,0.996,315.27,
10-09-2025,00:39:59.755,57978,32.14,975.96,-1.49,-0.8,-47.99,0.004,-0.002,0.995,315.21,
10-09-2025,00:40:02.745,60981,32.13,975.91,-1.48,-0.82,-52.88,0.009,-0.004,0.99,315.6,
10-09-2025,00:40:05.760,63984,32.12,975.94,-1.49,-0.82,-57.71,0.008,-0.007,0.998,315.39,
10-09-2025,00:40:08.760,66987,32.11,975.93,-1.52,-0.81,-62.59,0.006,-0.007,0.989,315.43,
10-09-2025,00:40:11.766,69990,32.11,975.94,-1.48,-0.85,-67.42,0.009,-0.003,0.998,315.39,
10-09-2025,00:40:14.769,72993,32.11,975.94,-1.47,-0.82,-72.29,0.006,-0.003,0.992,315.33,
10-09-2025,00:40:17.773,75996,32.12,975.95,-1.53,-0.84,-77.16,0.005,-0.005,0.993,315.28,
10-09-2025,00:40:20.770,78999,32.12,975.94,-1.54,-0.81,-82.02,0.002,-0.009,0.993,315.33,
10-09-2025,00:40:23.771,82002,32.12,975.92,-1.49,-0.81,-86.87,0.005,-0.001,0.997,315.54,
10-09-2025,00:40:26.777,85005,32.12,975.97,-1.51,-0.8,-91.71,0.009,-0.007,0.995,315.12,
10-09-2025,00:40:29.784,88008,32.12,975.95,-1.47,-0.82,-96.54,0.005,-0.008,1.002,315.25,
10-09-2025,00:40:32.787,91011,32.13,975.95,-1.46,-0.8,-101.32,0.006,-0.004,0.994,315.27,
10-09-2025,00:40:35.787,94014,32.11,975.94,-1.5,-0.82,-106.17,0.002,-0.003,0.992,315.4,
10-09-2025,00:40:38.793,97017,32.11,975.93,-1.49,-0.81,-111.01,0.002,-0.004,0.997,315.48,
10-09-2025,00:40:41.785,100020,32.11,975.97,-1.44,-0.8,-115.84,0.002,-0.008,0.998,315.12,
10-09-2025,00:40:44.795,103023,32.11,975.94,-1.52,-0.8,-120.72,0.005,-0.006,0.993,315.38,
10-09-2025,00:40:47.802,106026,32.11,975.97,-1.48,-0.81,-125.55,0.007,-0.005,0.995,315.09,
10-09-2025,00:40:50.803,109029,32.11,975.95,-1.43,-0.81,-130.37,0.002,-0.006,0.994,315.32,
10-09-2025,00:40:53.805,112032,32.09,975.98,-1.47,-0.81,-135.2,0.006,-0.008,1.003,315.05,
10-09-2025,00:40:56.807,115035,32.09,975.96,-1.54,-0.86,-140.06,0.009,-0.002,0.995,315.23,
10-09-2025,00:40:59.800,118038,32.1,975.92,-1.48,-0.82,-144.9,0.01,-0.005,0.994,315.57,
10-09-2025,00:41:02.807,121041,32.1,975.95,-1.52,-0.84,-149.72,0.008,-0.007,0.994,315.27,
10-09-2025,00:41:05.818,124044,32.11,975.95,-1.5,-0.81,-154.56,0.005,-0.006,0.995,315.29,
10-09-2025,00:41:08.822,127047,32.1,975.94,-1.46,-0.8,-159.38,0.007,-0.006,1.001,315.41,
10-09-2025,00:41:11.820,130050,32.08,975.98,-1.52,-0.81,-164.25,0.005,-0.006,1,315.02,
10-09-2025,00:41:14.815,133053,32.07,975.98,-1.48,-0.8,-169.13,0.003,-0.005,0.997,315.07,
10-09-2025,00:41:17.819,136056,32.07,975.94,-1.46,-0.8,-173.96,0.007,-0.006,0.997,315.33,
10-09-2025,00:41:20.833,139059,32.07,975.95,-1.5,-0.84,-178.82,0.002,-0.003,1.001,315.29,
10-09-2025,00:41:23.836,142062,32.07,975.99,-1.44,-0.82,-183.63,0.01,-0.004,0.996,314.98,
